theta_z_deg,phi_deg,next_theta_z_deg,ratio,stable
17.00000000,-20.00000000,44.00281677,2.58840099,0.00000000
18.00000000,-20.00000000,44.35390571,2.46410587,0.00000000
19.00000000,-20.00000000,44.69591525,2.35241659,0.00000000
20.00000000,-20.00000000,45.02917195,2.25145860,0.00000000
21.00000000,-20.00000000,45.35398485,2.15971356,0.00000000
22.00000000,-20.00000000,45.67064691,2.07593850,0.00000000
23.00000000,-20.00000000,45.97943634,1.99910593,0.00000000
24.00000000,-20.00000000,46.28061814,1.92835909,0.00000000
25.00000000,-20.00000000,46.57444549,1.86297782,0.00000000
26.00000000,-20.00000000,46.86116140,1.80235236,0.00000000
27.00000000,-20.00000000,47.14100034,1.74596298,0.00000000
28.00000000,-20.00000000,47.41419010,1.69336393,0.00000000
29.00000000,-20.00000000,47.68095376,1.64417082,0.00000000
30.00000000,-20.00000000,47.94151205,1.59805040,0.00000000
31.00000000,-20.00000000,48.19608581,1.55471245,0.00000000
32.00000000,-20.00000000,48.44489903,1.51390309,0.00000000
33.00000000,-20.00000000,48.68818224,1.47539946,0.00000000
34.00000000,-20.00000000,48.92617657,1.43900519,0.00000000
35.00000000,-20.00000000,49.15913844,1.40454681,0.00000000
36.00000000,-20.00000000,49.38734523,1.37187070,0.00000000
37.00000000,-20.00000000,49.61110201,1.34084059,0.00000000
38.00000000,-20.00000000,49.83074958,1.31133552,0.00000000
39.00000000,-20.00000000,50.04667421,1.28324806,0.00000000
40.00000000,-20.00000000,50.25931934,1.25648298,0.00000000
0.00000000,-19.00000000,35.20830504,inf,0.00000000
1.00000000,-19.00000000,35.83707363,35.83707363,0.00000000
2.00000000,-19.00000000,36.44564493,18.22282247,0.00000000
3.00000000,-19.00000000,37.03496027,12.34498676,0.00000000
4.00000000,-19.00000000,37.60590798,9.40147699,0.00000000
5.00000000,-19.00000000,38.15932623,7.63186525,0.00000000
6.00000000,-19.00000000,38.69600564,6.44933427,0.00000000
7.00000000,-19.00000000,39.21669191,5.60238456,0.00000000
8.00000000,-19.00000000,39.72208822,4.96526103,0.00000000
9.00000000,-19.00000000,40.21285761,4.46809529,0.00000000
10.00000000,-19.00000000,40.68962522,4.06896252,0.00000000
11.00000000,-19.00000000,41.15298041,3.74118004,0.00000000
12.00000000,-19.00000000,41.60347876,3.46695656,0.00000000
13.00000000,-19.00000000,42.04164398,3.23397261,0.00000000
14.00000000,-19.00000000,42.46796973,3.03342641,0.00000000
15.00000000,-19.00000000,42.88292134,2.85886142,0.00000000
16.00000000,-19.00000000,43.28693739,2.70543359,0.00000000
17.00000000,-19.00000000,43.68043133,2.56943714,0.00000000
18.00000000,-19.00000000,44.06379287,2.44798849,0.00000000
19.00000000,-19.00000000,44.43738948,2.33880997,0.00000000
20.00000000,-19.00000000,44.80156768,2.24007838,0.00000000
21.00000000,-19.00000000,45.15665441,2.15031688,0.00000000
22.00000000,-19.00000000,45.50295828,2.06831629,0.00000000
23.00000000,-19.00000000,45.84077092,1.99307700,0.00000000
24.00000000,-19.00000000,46.17036819,1.92376534,0.00000000
25.00000000,-19.00000000,46.49201154,1.85968046,0.00000000
26.00000000,-19.00000000,46.80594934,1.80022882,0.00000000
27.00000000,-19.00000000,47.11241830,1.74490438,0.00000000
28.00000000,-19.00000000,47.41164499,1.69327304,0.00000000
29.00000000,-19.00000000,47.70384750,1.64496026,0.00000000
30.00000000,-19.00000000,47.98923726,1.59964124,0.00000000
31.00000000,-19.00000000,48.26802110,1.55703294,0.00000000
32.00000000,-19.00000000,48.54040359,1.51688761,0.00000000
33.00000000,-19.00000000,48.80658976,1.47898757,0.00000000
34.00000000,-19.00000000,49.06678825,1.44314083,0.00000000
35.00000000,-19.00000000,49.32121505,1.40917757,0.00000000
36.00000000,-19.00000000,49.57009796,1.37694717,0.00000000
37.00000000,-19.00000000,49.81368186,1.34631573,0.00000000
38.00000000,-19.00000000,50.05223511,1.31716408,0.00000000
39.00000000,-19.00000000,50.28605730,1.28938608,0.00000000
40.00000000,-19.00000000,50.51548864,1.26288722,0.00000000
0.00000000,-18.00000000,34.12309548,inf,0.00000000
1.00000000,-18.00000000,34.80245355,34.80245355,0.00000000
2.00000000,-18.00000000,35.46033286,17.73016643,0.00000000
3.00000000,-18.00000000,36.09771088,12.03257029,0.00000000
4.00000000,-18.00000000,36.71551315,9.17887829,0.00000000
5.00000000,-18.00000000,37.31461556,7.46292311,0.00000000
6.00000000,-18.00000000,37.89584665,6.31597444,0.00000000
7.00000000,-18.00000000,38.45998982,5.49428426,0.00000000
8.00000000,-18.00000000,39.00778556,4.87597319,0.00000000
9.00000000,-18.00000000,39.53993354,4.39332595,0.00000000
10.00000000,-18.00000000,40.05709468,4.00570947,0.00000000
11.00000000,-18.00000000,40.55989313,3.68726301,0.00000000
12.00000000,-18.00000000,41.04891813,3.42074318,0.00000000
13.00000000,-18.00000000,41.52472581,3.19420968,0.00000000
14.00000000,-18.00000000,41.98784093,2.99913149,0.00000000
15.00000000,-18.00000000,42.43875849,2.82925057,0.00000000
16.00000000,-18.00000000,42.87794527,2.67987158,0.00000000
17.00000000,-18.00000000,43.30584135,2.54740243,0.00000000
18.00000000,-18.00000000,43.72286146,2.42904786,0.00000000
19.00000000,-18.00000000,44.12939635,2.32259981,0.00000000
20.00000000,-18.00000000,44.52581407,2.22629070,0.00000000
21.00000000,-18.00000000,44.91246119,2.13868863,0.00000000
22.00000000,-18.00000000,45.28966402,2.05862109,0.00000000
23.00000000,-18.00000000,45.65772974,1.98511868,0.00000000
24.00000000,-18.00000000,46.01694756,1.91737282,0.00000000
25.00000000,-18.00000000,46.36758988,1.85470360,0.00000000
26.00000000,-18.00000000,46.70991341,1.79653513,0.00000000
27.00000000,-18.00000000,47.04416041,1.74237631,0.00000000
28.00000000,-18.00000000,47.37055989,1.69180571,0.00000000
29.00000000,-18.00000000,47.68932896,1.64445962,0.00000000
30.00000000,-18.00000000,48.00067428,1.60002248,0.00000000
31.00000000,-18.00000000,48.30479365,1.55821915,0.00000000
32.00000000,-18.00000000,48.60187784,1.51880868,0.00000000
33.00000000,-18.00000000,48.89211262,1.48157917,0.00000000
34.00000000,-18.00000000,49.17568123,1.44634357,0.00000000
35.00000000,-18.00000000,49.45276717,1.41293620,0.00000000
36.00000000,-18.00000000,49.72355757,1.38120993,0.00000000
37.00000000,-18.00000000,49.98824728,1.35103371,0.00000000
38.00000000,-18.00000000,50.24704372,1.32229062,0.00000000
39.00000000,-18.00000000,50.50017282,1.29487623,0.00000000
40.00000000,-18.00000000,50.74788634,1.26869716,0.00000000
0.00000000,-17.00000000,32.95376237,inf,0.00000000
1.00000000,-17.00000000,33.68557096,33.68557096,0.00000000
2.00000000,-17.00000000,34.39463698,17.19731849,0.00000000
3.00000000,-17.00000000,35.08196386,11.69398795,0.00000000
4.00000000,-17.00000000,35.74850556,8.93712639,0.00000000
5.00000000,-17.00000000,36.39516831,7.27903366,0.00000000
6.00000000,-17.00000000,37.02281226,6.17046871,0.00000000
7.00000000,-17.00000000,37.63225332,5.37603619,0.00000000
8.00000000,-17.00000000,38.22426493,4.77803312,0.00000000
9.00000000,-17.00000000,38.79957986,4.31106443,0.00000000
10.00000000,-17.00000000,39.35889197,3.93588920,0.00000000
11.00000000,-17.00000000,39.90285797,3.62753254,0.00000000
12.00000000,-17.00000000,40.43209909,3.36934159,0.00000000
13.00000000,-17.00000000,40.94720267,3.14978482,0.00000000
14.00000000,-17.00000000,41.44872380,2.96062313,0.00000000
15.00000000,-17.00000000,41.93718676,2.79581245,0.00000000
16.00000000,-17.00000000,42.41308649,2.65081791,0.00000000
17.00000000,-17.00000000,42.87688994,2.52217000,0.00000000
18.00000000,-17.00000000,43.32903742,2.40716875,0.00000000
19.00000000,-17.00000000,43.76994377,2.30368125,0.00000000
20.00000000,-17.00000000,44.19999964,2.20999998,0.00000000
21.00000000,-17.00000000,44.61957256,2.12474155,0.00000000
22.00000000,-17.00000000,45.02900804,2.04677309,0.00000000
23.00000000,-17.00000000,45.42863064,1.97515785,0.00000000
24.00000000,-17.00000000,45.81874495,1.90911437,0.00000000
25.00000000,-17.00000000,46.19963663,1.84798547,0.00000000
26.00000000,-17.00000000,46.57157332,1.79121436,0.00000000
27.00000000,-17.00000000,46.93480570,1.73832614,0.00000000
28.00000000,-17.00000000,47.28956844,1.68891316,0.00000000
29.00000000,-17.00000000,47.63608129,1.64262349,0.00000000
30.00000000,-17.00000000,47.97455014,1.59915167,0.00000000
31.00000000,-17.00000000,48.30516827,1.55823123,0.00000000
32.00000000,-17.00000000,48.62811766,1.51962868,0.00000000
33.00000000,-17.00000000,48.94357053,1.48313850,0.00000000
34.00000000,-17.00000000,49.25169104,1.44857915,0.00000000
35.00000000,-17.00000000,49.55263739,1.41578964,0.00000000
36.00000000,-17.00000000,49.84656420,1.38462678,0.00000000
37.00000000,-17.00000000,50.13362549,1.35496285,0.00000000
38.00000000,-17.00000000,50.41397819,1.32668364,0.00000000
39.00000000,-17.00000000,50.68778651,1.29968683,0.00000000
40.00000000,-17.00000000,50.95522732,1.27388068,0.00000000
0.00000000,-16.00000000,31.69757218,inf,0.00000000
1.00000000,-16.00000000,32.48358646,32.48358646,0.00000000
2.00000000,-16.00000000,33.24564051,16.62282025,0.00000000
3.00000000,-16.00000000,33.98475014,11.32825005,0.00000000
4.00000000,-16.00000000,34.70188605,8.67547151,0.00000000
5.00000000,-16.00000000,35.39797459,7.07959492,0.00000000
6.00000000,-16.00000000,36.07389881,6.01231647,0.00000000
7.00000000,-16.00000000,36.73049964,5.24721423,0.00000000
8.00000000,-16.00000000,37.36857710,4.67107214,0.00000000
9.00000000,-16.00000000,37.98889170,4.22098797,0.00000000
10.00000000,-16.00000000,38.59216575,3.85921658,0.00000000
11.00000000,-16.00000000,39.17908483,3.56173498,0.00000000
12.00000000,-16.00000000,39.75029912,3.31252493,0.00000000
13.00000000,-16.00000000,40.30642481,3.10049422,0.00000000
14.00000000,-16.00000000,40.84804544,2.91771753,0.00000000
15.00000000,-16.00000000,41.37571324,2.75838088,0.00000000
16.00000000,-16.00000000,41.88995037,2.61812190,0.00000000
17.00000000,-16.00000000,42.39125015,2.49360295,0.00000000
18.00000000,-16.00000000,42.88007826,2.38222657,0.00000000
19.00000000,-16.00000000,43.35687386,2.28194073,0.00000000
20.00000000,-16.00000000,43.82205063,2.19110253,0.00000000
21.00000000,-16.00000000,44.27599782,2.10838085,0.00000000
22.00000000,-16.00000000,44.71908121,2.03268551,0.00000000
23.00000000,-16.00000000,45.15164402,1.96311496,0.00000000
24.00000000,-16.00000000,45.57400783,1.89891699,0.00000000
25.00000000,-16.00000000,45.98647339,1.83945894,0.00000000
26.00000000,-16.00000000,46.38932144,1.78420467,0.00000000
27.00000000,-16.00000000,46.78281352,1.73269680,0.00000000
28.00000000,-16.00000000,47.16719277,1.68454260,0.00000000
29.00000000,-16.00000000,47.54268467,1.63940292,0.00000000
30.00000000,-16.00000000,47.90949792,1.59698326,0.00000000
31.00000000,-16.00000000,48.26782524,1.55702662,0.00000000
32.00000000,-16.00000000,48.61784434,1.51930764,0.00000000
33.00000000,-16.00000000,48.95971889,1.48362785,0.00000000
34.00000000,-16.00000000,49.29359974,1.44981176,0.00000000
35.00000000,-16.00000000,49.61962624,1.41770361,0.00000000
36.00000000,-16.00000000,49.93792783,1.38716466,0.00000000
37.00000000,-16.00000000,50.24862604,1.35807097,0.00000000
38.00000000,-16.00000000,50.55183681,1.33031149,0.00000000
39.00000000,-16.00000000,50.84767345,1.30378650,0.00000000
40.00000000,-16.00000000,51.13625030,1.27840626,0.00000000
0.00000000,-15.00000000,30.35202597,inf,0.00000000
1.00000000,-15.00000000,31.19383568,31.19383568,0.00000000
2.00000000,-15.00000000,32.01054830,16.00527415,0.00000000
3.00000000,-15.00000000,32.80317489,10.93439163,0.00000000
4.00000000,-15.00000000,33.57268771,8.39317193,0.00000000
5.00000000,-15.00000000,34.32001997,6.86400399,0.00000000
6.00000000,-15.00000000,35.04606600,5.84101100,0.00000000
7.00000000,-15.00000000,35.75168162,5.10738309,0.00000000
8.00000000,-15.00000000,36.43768469,4.55471059,0.00000000
9.00000000,-15.00000000,37.10485588,4.12276176,0.00000000
10.00000000,-15.00000000,37.75393951,3.77539395,0.00000000
11.00000000,-15.00000000,38.38564453,3.48960405,0.00000000
12.00000000,-15.00000000,39.00064543,3.25005379,0.00000000
13.00000000,-15.00000000,39.59958340,3.04612180,0.00000000
14.00000000,-15.00000000,40.18306727,2.87021909,0.00000000
15.00000000,-15.00000000,40.75167465,2.71677831,0.00000000
16.00000000,-15.00000000,41.30595292,2.58162206,0.00000000
17.00000000,-15.00000000,41.84642030,2.46155414,0.00000000
18.00000000,-15.00000000,42.37356680,2.35408704,0.00000000
19.00000000,-15.00000000,42.88785523,2.25725554,0.00000000
20.00000000,-15.00000000,43.38972207,2.16948610,0.00000000
21.00000000,-15.00000000,43.87957839,2.08950373,0.00000000
22.00000000,-15.00000000,44.35781063,2.01626412,0.00000000
23.00000000,-15.00000000,44.82478147,1.94890354,0.00000000
24.00000000,-15.00000000,45.28083047,1.88670127,0.00000000
25.00000000,-15.00000000,45.72627484,1.82905099,0.00000000
26.00000000,-15.00000000,46.16141008,1.77543885,0.00000000
27.00000000,-15.00000000,46.58651057,1.72542632,0.00000000
28.00000000,-15.00000000,47.00183019,1.67863679,0.00000000
29.00000000,-15.00000000,47.40760285,1.63474493,0.00000000
30.00000000,-15.00000000,47.80404307,1.59346810,0.00000000
31.00000000,-15.00000000,48.19134651,1.55455956,0.00000000
32.00000000,-15.00000000,48.56969051,1.51780283,0.00000000
33.00000000,-15.00000000,48.93923472,1.48300711,0.00000000
34.00000000,-15.00000000,49.30012171,1.45000358,0.00000000
35.00000000,-15.00000000,49.65247778,1.41864222,0.00000000
36.00000000,-15.00000000,49.99641377,1.38878927,0.00000000
37.00000000,-15.00000000,50.33202618,1.36032503,0.00000000
38.00000000,-15.00000000,50.65939854,1.33314207,0.00000000
39.00000000,-15.00000000,50.97860302,1.30714367,0.00000000
40.00000000,-15.00000000,51.28970268,1.28224257,0.00000000
0.00000000,-14.00000000,28.91496823,inf,0.00000000
1.00000000,-14.00000000,29.81392724,29.81392724,0.00000000
2.00000000,-14.00000000,30.68677440,15.34338720,0.00000000
3.00000000,-14.00000000,31.53449495,10.51149832,0.00000000
4.00000000,-14.00000000,32.35804389,8.08951097,0.00000000
5.00000000,-14.00000000,33.15834454,6.63166891,0.00000000
6.00000000,-14.00000000,33.93628765,5.65604794,0.00000000
7.00000000,-14.00000000,34.69273083,4.95610440,0.00000000
8.00000000,-14.00000000,35.42849823,4.42856228,0.00000000
9.00000000,-14.00000000,36.14438062,4.01604229,0.00000000
10.00000000,-14.00000000,36.84113551,3.68411355,0.00000000
11.00000000,-14.00000000,37.51948755,3.41086250,0.00000000
12.00000000,-14.00000000,38.18012905,3.18167742,0.00000000
13.00000000,-14.00000000,38.82372049,2.98644004,0.00000000
14.00000000,-14.00000000,39.45089127,2.81792081,0.00000000
15.00000000,-14.00000000,40.06224036,2.67081602,0.00000000
16.00000000,-14.00000000,40.65833707,2.54114607,0.00000000
17.00000000,-14.00000000,41.23972179,2.42586599,0.00000000
18.00000000,-14.00000000,41.80690676,2.32260593,0.00000000
19.00000000,-14.00000000,42.36037681,2.22949352,0.00000000
20.00000000,-14.00000000,42.90059008,2.14502950,0.00000000
21.00000000,-14.00000000,43.42797872,2.06799899,0.00000000
22.00000000,-14.00000000,43.94294954,1.99740680,0.00000000
23.00000000,-14.00000000,44.44588469,1.93242977,0.00000000
24.00000000,-14.00000000,44.93714215,1.87238092,0.00000000
25.00000000,-14.00000000,45.41705634,1.81668225,0.00000000
26.00000000,-14.00000000,45.88593859,1.76484379,0.00000000
27.00000000,-14.00000000,46.34407756,1.71644732,0.00000000
28.00000000,-14.00000000,46.79173963,1.67113356,0.00000000
29.00000000,-14.00000000,47.22916930,1.62859204,0.00000000
30.00000000,-14.00000000,47.65658941,1.58855298,0.00000000
31.00000000,-14.00000000,48.07420149,1.55078069,0.00000000
32.00000000,-14.00000000,48.48218592,1.51506831,0.00000000
33.00000000,-14.00000000,48.88070218,1.48123340,0.00000000
34.00000000,-14.00000000,49.26988908,1.44911438,0.00000000
35.00000000,-14.00000000,49.64986492,1.41856757,0.00000000
36.00000000,-14.00000000,50.02072779,1.38946466,0.00000000
37.00000000,-14.00000000,50.38255587,1.36169070,0.00000000
38.00000000,-14.00000000,50.73540788,1.33514231,0.00000000
39.00000000,-14.00000000,51.07932367,1.30972625,0.00000000
40.00000000,-14.00000000,51.41432511,1.28535813,0.00000000
0.00000000,-13.00000000,27.38471298,inf,0.00000000
1.00000000,-13.00000000,28.34185802,28.34185802,0.00000000
2.00000000,-13.00000000,29.27204643,14.63602321,0.00000000
3.00000000,-13.00000000,30.17621261,10.05873754,0.00000000
4.00000000,-13.00000000,31.05527162,7.76381791,0.00000000
5.00000000,-13.00000000,31.91011647,6.38202329,0.00000000
6.00000000,-13.00000000,32.74161598,5.45693600,0.00000000
7.00000000,-13.00000000,33.55061308,4.79294473,0.00000000
8.00000000,-13.00000000,34.33792363,4.29224045,0.00000000
9.00000000,-13.00000000,35.10433545,3.90048172,0.00000000
10.00000000,-13.00000000,35.85060778,3.58506078,0.00000000
11.00000000,-13.00000000,36.57747088,3.32522463,0.00000000
12.00000000,-13.00000000,37.28562596,3.10713550,0.00000000
13.00000000,-13.00000000,37.97574513,2.92121116,0.00000000
14.00000000,-13.00000000,38.64847163,2.76060512,0.00000000
15.00000000,-13.00000000,39.30442005,2.62029467,0.00000000
16.00000000,-13.00000000,39.94417672,2.49651104,0.00000000
17.00000000,-13.00000000,40.56830005,2.38637059,0.00000000
18.00000000,-13.00000000,41.17732107,2.28762895,0.00000000
19.00000000,-13.00000000,41.77174380,2.19851283,0.00000000
20.00000000,-13.00000000,42.35204579,2.11760229,0.00000000
21.00000000,-13.00000000,42.91867858,2.04374660,0.00000000
22.00000000,-13.00000000,43.47206809,1.97600310,0.00000000
23.00000000,-13.00000000,44.01261516,1.91359196,0.00000000
24.00000000,-13.00000000,44.54069582,1.85586233,0.00000000
25.00000000,-13.00000000,45.05666175,1.80226647,0.00000000
26.00000000,-13.00000000,45.56084052,1.75234002,0.00000000
27.00000000,-13.00000000,46.05353585,1.70568651,0.00000000
28.00000000,-13.00000000,46.53502784,1.66196528,0.00000000
29.00000000,-13.00000000,47.00557308,1.62088183,0.00000000
30.00000000,-13.00000000,47.46540472,1.58218016,0.00000000
31.00000000,-13.00000000,47.91473250,1.54563653,0.00000000
32.00000000,-13.00000000,48.35374265,1.51105446,0.00000000
33.00000000,-13.00000000,48.78259780,1.47826054,0.00000000
34.00000000,-13.00000000,49.20143678,1.44710108,0.00000000
35.00000000,-13.00000000,49.61037438,1.41743927,0.00000000
36.00000000,-13.00000000,50.00950102,1.38915281,0.00000000
37.00000000,-13.00000000,50.39888246,1.36213196,0.00000000
38.00000000,-13.00000000,50.77855943,1.33627788,0.00000000
39.00000000,-13.00000000,51.14854729,1.31150121,0.00000000
40.00000000,-13.00000000,51.50883571,1.28772089,0.00000000
0.00000000,-12.00000000,25.76018610,inf,0.00000000
1.00000000,-12.00000000,26.77614551,26.77614551,0.00000000
2.00000000,-12.00000000,27.76452740,13.88226370,0.00000000
3.00000000,-12.00000000,28.72618662,9.57539554,0.00000000
4.00000000,-12.00000000,29.66197190,7.41549298,0.00000000
5.00000000,-12.00000000,30.57272176,6.11454435,0.00000000
6.00000000,-12.00000000,31.45926109,5.24321018,0.00000000
7.00000000,-12.00000000,32.32239823,4.61748546,0.00000000
8.00000000,-12.00000000,33.16292269,4.14536534,0.00000000
9.00000000,-12.00000000,33.98160319,3.77573369,0.00000000
10.00000000,-12.00000000,34.77918617,3.47791862,0.00000000
11.00000000,-12.00000000,35.55639459,3.23239951,0.00000000
12.00000000,-12.00000000,36.31392707,3.02616059,0.00000000
13.00000000,-12.00000000,37.05245718,2.85018901,0.00000000
14.00000000,-12.00000000,37.77263305,2.69804522,0.00000000
15.00000000,-12.00000000,38.47507708,2.56500514,0.00000000
16.00000000,-12.00000000,39.16038577,2.44752411,0.00000000
17.00000000,-12.00000000,39.82912971,2.34288998,0.00000000
18.00000000,-12.00000000,40.48185363,2.24899187,0.00000000
19.00000000,-12.00000000,41.11907648,2.16416192,0.00000000
20.00000000,-12.00000000,41.74129165,2.08706458,0.00000000
21.00000000,-12.00000000,42.34896710,2.01661748,0.00000000
22.00000000,-12.00000000,42.94254555,1.95193389,0.00000000
23.00000000,-12.00000000,43.52244470,1.89228020,0.00000000
24.00000000,-12.00000000,44.08905736,1.83704406,0.00000000
25.00000000,-12.00000000,44.64275161,1.78571006,0.00000000
26.00000000,-12.00000000,45.18387089,1.73784119,0.00000000
27.00000000,-12.00000000,45.71273407,1.69306422,0.00000000
28.00000000,-12.00000000,46.22963540,1.65105841,0.00000000
29.00000000,-12.00000000,46.73484447,1.61154636,0.00000000
30.00000000,-12.00000000,47.22860604,1.57428687,0.00000000
31.00000000,-12.00000000,47.71113978,1.53906903,0.00000000
32.00000000,-12.00000000,48.18263997,1.50570750,0.00000000
33.00000000,-12.00000000,48.64327506,1.47403864,0.00000000
34.00000000,-12.00000000,49.09318711,1.44391727,0.00000000
35.00000000,-12.00000000,49.53249111,1.41521403,0.00000000
36.00000000,-12.00000000,49.96127427,1.38781317,0.00000000
37.00000000,-12.00000000,50.37959505,1.36161068,0.00000000
38.00000000,-12.00000000,50.78748212,1.33651269,0.00000000
39.00000000,-12.00000000,51.18493327,1.31243419,0.00000000
40.00000000,-12.00000000,51.57191404,1.28929785,0.00000000
0.00000000,-11.00000000,24.04108135,inf,0.00000000
1.00000000,-11.00000000,25.11597567,25.11597567,0.00000000
2.00000000,-11.00000000,26.16295425,13.08147713,0.00000000
3.00000000,-11.00000000,27.18276063,9.06092021,0.00000000
4.00000000,-11.00000000,28.17614749,7.04403687,0.00000000
5.00000000,-11.00000000,29.14387124,5.82877425,0.00000000
6.00000000,-11.00000000,30.08668729,5.01444788,0.00000000
7.00000000,-11.00000000,31.00534592,4.42933513,0.00000000
8.00000000,-11.00000000,31.90058878,3.98757360,0.00000000
9.00000000,-11.00000000,32.77314592,3.64146066,0.00000000
10.00000000,-11.00000000,33.62373321,3.36237332,0.00000000
11.00000000,-11.00000000,34.45305028,3.13209548,0.00000000
12.00000000,-11.00000000,35.26177869,2.93848156,0.00000000
13.00000000,-11.00000000,36.05058058,2.77312158,0.00000000
14.00000000,-11.00000000,36.82009745,2.63000696,0.00000000
15.00000000,-11.00000000,37.57094922,2.50472995,0.00000000
16.00000000,-11.00000000,38.30373354,2.39398335,0.00000000
17.00000000,-11.00000000,39.01902520,2.29523678,0.00000000
18.00000000,-11.00000000,39.71737568,2.20652087,0.00000000
19.00000000,-11.00000000,40.39931286,2.12627962,0.00000000
20.00000000,-11.00000000,41.06534075,2.05326704,0.00000000
21.00000000,-11.00000000,41.71593934,1.98647330,0.00000000
22.00000000,-11.00000000,42.35156445,1.92507111,0.00000000
23.00000000,-11.00000000,42.97264759,1.86837598,0.00000000
24.00000000,-11.00000000,43.57959592,1.81581650,0.00000000
25.00000000,-11.00000000,44.17279207,1.76691168,0.00000000
26.00000000,-11.00000000,44.75259401,1.72125362,0.00000000
27.00000000,-11.00000000,45.31933489,1.67849388,0.00000000
28.00000000,-11.00000000,45.87332278,1.63833296,0.00000000
29.00000000,-11.00000000,46.41484038,1.60051174,0.00000000
30.00000000,-11.00000000,46.94414460,1.56480482,0.00000000
31.00000000,-11.00000000,47.46146611,1.53101504,0.00000000
32.00000000,-11.00000000,47.96700873,1.49896902,0.00000000
33.00000000,-11.00000000,48.46094870,1.46851360,0.00000000
34.00000000,-11.00000000,48.94343381,1.43951276,0.00000000
35.00000000,-11.00000000,49.41458236,1.41184521,0.00000000
36.00000000,-11.00000000,49.87448200,1.38540228,0.00000000
37.00000000,-11.00000000,50.32318825,1.36008617,0.00000000
38.00000000,-11.00000000,50.76072292,1.33580850,0.00000000
39.00000000,-11.00000000,51.18707222,1.31248903,0.00000000
40.00000000,-11.00000000,51.60218461,1.29005462,0.00000000
0.00000000,-10.00000000,22.22802536,inf,0.00000000
1.00000000,-10.00000000,23.36136304,23.36136304,0.00000000
2.00000000,-10.00000000,24.46679102,12.23339551,0.00000000
3.00000000,-10.00000000,25.54490785,8.51496928,0.00000000
4.00000000,-10.00000000,26.59633802,6.64908450,0.00000000
5.00000000,-10.00000000,27.62172536,5.52434507,0.00000000
6.00000000,-10.00000000,28.62172713,4.77028786,0.00000000
7.00000000,-10.00000000,29.59700878,4.22814411,0.00000000
8.00000000,-10.00000000,30.54823924,3.81852990,0.00000000
9.00000000,-10.00000000,31.47608687,3.49734299,0.00000000
10.00000000,-10.00000000,32.38121587,3.23812159,0.00000000
11.00000000,-10.00000000,33.26428315,3.02402574,0.00000000
12.00000000,-10.00000000,34.12593566,2.84382797,0.00000000
13.00000000,-10.00000000,34.96680808,2.68975447,0.00000000
14.00000000,-10.00000000,35.78752084,2.55625149,0.00000000
15.00000000,-10.00000000,36.58867843,2.43924523,0.00000000
16.00000000,-10.00000000,37.37086801,2.33567925,0.00000000
17.00000000,-10.00000000,38.13465821,2.24321519,0.00000000
18.00000000,-10.00000000,38.88059808,2.16003323,0.00000000
19.00000000,-10.00000000,39.60921630,2.08469559,0.00000000
20.00000000,-10.00000000,40.32102043,2.01605102,0.00000000
21.00000000,-10.00000000,41.01649631,1.95316649,0.00000000
22.00000000,-10.00000000,41.69610750,1.89527761,0.00000000
23.00000000,-10.00000000,42.36029485,1.84175195,0.00000000
24.00000000,-10.00000000,43.00947600,1.79206150,0.00000000
25.00000000,-10.00000000,43.64404503,1.74576180,0.00000000
26.00000000,-10.00000000,44.26437194,1.70247584,0.00000000
27.00000000,-10.00000000,44.87080225,1.66188156,0.00000000
28.00000000,-10.00000000,45.46365651,1.62370202,0.00000000
29.00000000,-10.00000000,46.04322969,1.58769758,0.00000000
30.00000000,-10.00000000,46.60979059,1.55365969,0.00000000
31.00000000,-10.00000000,47.16358107,1.52140584,0.00000000
32.00000000,-10.00000000,47.70481520,1.49077548,0.00000000
33.00000000,-10.00000000,48.23367826,1.46162661,0.00000000
34.00000000,-10.00000000,48.75032553,1.43383310,0.00000000
35.00000000,-10.00000000,49.25488096,1.40728231,0.00000000
36.00000000,-10.00000000,49.74743556,1.38187321,0.00000000
37.00000000,-10.00000000,50.22804553,1.35751474,0.00000000
38.00000000,-10.00000000,50.69673011,1.33412448,0.00000000
39.00000000,-10.00000000,51.15346911,1.31162741,0.00000000
40.00000000,-10.00000000,51.59820001,1.28995500,0.00000000
0.00000000,-9.00000000,20.32274442,inf,0.00000000
1.00000000,-9.00000000,21.51331747,21.51331747,0.00000000
2.00000000,-9.00000000,22.67639248,11.33819624,0.00000000
3.00000000,-9.00000000,23.81238917,7.93746306,0.00000000
4.00000000,-9.00000000,24.92177064,6.23044266,0.00000000
5.00000000,-9.00000000,26.00503593,5.20100719,0.00000000
6.00000000,-9.00000000,27.06271325,4.51045221,0.00000000
7.00000000,-9.00000000,28.09535372,4.01362196,0.00000000
8.00000000,-9.00000000,29.10352572,3.63794072,0.00000000
9.00000000,-9.00000000,30.08780979,3.34308998,0.00000000
10.00000000,-9.00000000,31.04879403,3.10487940,0.00000000
11.00000000,-9.00000000,31.98707000,2.90791545,0.00000000
12.00000000,-9.00000000,32.90322911,2.74193576,0.00000000
13.00000000,-9.00000000,33.79785936,2.59983534,0.00000000
14.00000000,-9.00000000,34.67154254,2.47653875,0.00000000
15.00000000,-9.00000000,35.52485171,2.36832345,0.00000000
16.00000000,-9.00000000,36.35834902,2.27239681,0.00000000
