height_m,setpoint_m,D_full,D_steady,frac_lt_011mg_full,frac_lt_011mg_steady
0.5554441476709079,0.6,0.14896000000000004,0.15706422018348629,0.9392,0.9302752293577982
0.751524208050392,0.8,0.15770308123249302,0.16577287066246058,0.9299719887955182,0.9211356466876972
0.9469389610235706,1.0,0.15914948453608252,0.166571018651363,0.9291237113402062,0.921090387374462
1.1222074218827818,1.2,0.16279620853080573,0.1700261780104712,0.9253554502369669,0.9175392670157068
1.3053539798688942,1.4,0.16729910714285717,0.17450980392156865,0.9207589285714286,0.9129901960784313
1.5258114576047537,1.63,0.16175548589341696,0.16795895096921323,0.9268547544409613,0.9201824401368301
