theta_LD_deg,speed_m_s,delta_psi_deg,theta_TO_deg,v_TO_m_s
5.5,1.4,0.789077657,6.12759758,1.2570759
5.5,1.45,0.83873269,6.12096264,1.30337739
5.5,1.5,0.889388288,6.11434543,1.34977509
5.5,1.55,0.941014687,6.10775476,1.39626693
5.5,1.6,0.993584499,6.10119858,1.44285072
5.5,1.65,1.04707259,6.094684,1.48952424
5.5,1.7,1.10145597,6.08821734,1.53628525
5.5,1.75,1.15671369,6.08180424,1.58313145
5.5,1.8,1.21282669,6.07544963,1.63006056
5.5,1.85,1.26977774,6.06915786,1.6770703
5.5,1.9,1.32755127,6.06293268,1.7241584
5.5,1.95,1.38613334,6.05677733,1.7713226
5.5,2,1.44551147,6.05069459,1.81856069
5.5,2.05,1.50567459,6.04468676,1.86587048
5.5,2.1,1.56661295,6.03875578,1.91324981
5.5,2.15,1.62831799,6.03290322,1.96069659
5.5,2.2,1.69078234,6.0271303,2.00820876
5.5,2.25,1.75399967,6.02143797,2.05578429
5.5,2.3,1.81796467,6.01582691,2.10342125
5.5,2.35,1.88267296,6.01029754,2.15111771
5.5,2.4,1.94812107,6.00485009,2.19887182
5.5,2.45,2.01430631,5.99948458,2.24668178
5.5,2.5,2.08122681,5.99420087,2.29454584
5.5,2.55,2.1488814,5.98899866,2.3424623
5.5,2.6,2.21726962,5.98387753,2.39042953
5.5,2.65,2.28639163,5.97883692,2.43844593
5.5,2.7,2.35624823,5.97387617,2.48650995
5.5,2.75,2.42684076,5.96899455,2.53462013
5.5,2.8,2.49817114,5.96419123,2.582775
5.5,2.85,2.57024179,5.95946532,2.63097319
5.5,2.9,2.6430556,5.95481587,2.67921335
5.5,2.95,2.71661597,5.95024188,2.72749418
5.5,3,2.79092671,5.9457423,2.77581442
5.5,3.05,2.86599207,5.94131606,2.82417287
5.5,3.1,2.94181671,5.93696206,2.87256836
5.5,3.15,3.01840567,5.93267916,2.92099977
5.5,3.2,3.09576436,5.92846623,2.969466
5.5,3.25,3.17389858,5.92432211,3.017966
5.5,3.3,3.25281444,5.92024563,3.06649876
5.5,3.35,3.33251843,5.91623562,3.11506331
5.5,3.4,3.41301735,5.91229091,3.16365869
5.5,3.45,3.4943183,5.90841034,3.21228401
5.5,3.5,3.57642872,5.90459273,3.26093838
6,1,0.471106508,6.74082877,0.890525259
6,1.05,0.514990497,6.73393248,0.936004698
6,1.1,0.560329922,6.72693844,0.981591166
6,1.15,0.607068574,6.7198654,1.02728412
6,1.2,0.655153303,6.71273091,1.07308272
6,1.25,0.704534059,6.70555129,1.11898585
6,1.3,0.755163885,6.69834166,1.16499213
6,1.35,0.806998883,6.69111595,1.21110003
6,1.4,0.859998152,6.68388695,1.25730779
6,1.45,0.914123704,6.67666632,1.30361356
6,1.5,0.969340365,6.66946469,1.35001533
6,1.55,1.02561566,6.66229165,1.39651101
6,1.6,1.08291971,6.65515585,1.44309846
6,1.65,1.14122509,6.64806503,1.48977545
6,1.7,1.20050669,6.6410261,1.53653974
6,1.75,1.26074165,6.6340452,1.58338906
6,1.8,1.32190917,6.62712772,1.63032113
6,1.85,1.38399041,6.62027838,1.67733368
6,1.9,1.44696838,6.6135013,1.72442444
6,1.95,1.51082784,6.60680002,1.77159117
6,2,1.57555515,6.60017754,1.81883166
6,2.05,1.64113822,6.59363642,1.86614372
6,2.1,1.70756636,6.58717877,1.91352521
6,2.15,1.77483023,6.58080629,1.96097404
6,2.2,1.84292175,6.57452034,2.00848815
6,2.25,1.91183398,6.56832197,2.05606554
6,2.3,1.98156111,6.5622119,2.10370425
6,2.35,2.05209834,6.55619064,2.15140238
6,2.4,2.12344181,6.55025841,2.19915808
6,2.45,2.19558861,6.54441527,2.24696955
6,2.5,2.26853664,6.53866106,2.29483504
6,2.55,2.34228459,6.53299547,2.34275287
6,2.6,2.41683194,6.52741804,2.3907214
6,2.65,2.49217883,6.52192818,2.43873903
6,2.7,2.5683261,6.51652518,2.48680424
6,2.75,2.64527518,6.51120824,2.53491554
6,2.8,2.72302812,6.50597647,2.58307148
6,2.85,2.80158754,6.50082891,2.63127069
6,2.9,2.88095658,6.49576452,2.67951182
6,2.95,2.96113888,6.49078222,2.72779357
6,3,3.04213859,6.48588089,2.7761147
6,3.05,3.1239603,6.48105936,2.82447399
6,3.1,3.20660905,6.47631642,2.87287029
6,3.15,3.29009033,6.47165087,2.92130246
6,3.2,3.37441,6.46706144,2.96976942
6,3.25,3.45957434,6.4625469,3.01827013
6,3.3,3.54559,6.45810597,3.06680356
6,3.35,3.632464,6.45373739,3.11536875
6,3.4,3.72020374,6.44943989,3.16396474
6,3.45,3.80881692,6.44521218,3.21259065
6,3.5,3.89831164,6.44105301,3.26124557
6.5,1,0.509798089,7.30148871,0.890729991
6.5,1.05,0.55729249,7.29404033,0.936216374
6.5,1.1,0.606362861,7.28648599,0.981809462
6.5,1.15,0.656948375,7.27884594,1.02750873
6.5,1.2,0.708991511,7.27113912,1.07331333
6.5,1.25,0.762438093,7.26338315,1.11922216
6.5,1.3,0.817237286,7.25559438,1.16523388
6.5,1.35,0.873341561,7.24778786,1.21134693
6.5,1.4,0.930706625,7.2399774,1.25755959
6.5,1.45,0.989291335,7.23217563,1.30387001
6.5,1.5,1.04905759,7.22439401,1.35027619
6.5,1.55,1.10997021,7.21664293,1.39677607
6.5,1.6,1.17199681,7.20893175,1.44336749
6.5,1.65,1.23510766,7.20126884,1.49004825
6.5,1.7,1.29927558,7.19366169,1.53681612
6.5,1.75,1.36447574,7.18611693,1.58366883
6.5,1.8,1.43068561,7.17864041,1.63060412
6.5,1.85,1.49788475,7.17123725,1.67761972
6.5,1.9,1.56605474,7.16391191,1.72471337
6.5,1.95,1.63517901,7.15666821,1.77188285
6.5,2,1.70524279,7.14950945,1.81912594
6.5,2.05,1.77623292,7.14243838,1.86644048
6.5,2.1,1.84813781,7.13545729,1.91382432
6.5,2.15,1.92094731,7.12856804,1.96127538
6.5,2.2,1.9946526,7.12177213,2.00879161
6.5,2.25,2.06924618,7.11507068,2.05637101
6.5,2.3,2.14472167,7.1084645,2.10401164
6.5,2.35,2.22107386,7.10195412,2.15171158
6.5,2.4,2.29829854,7.09553984,2.19946901
6.5,2.45,2.37639251,7.0892217,2.24728212
6.5,2.5,2.45535345,7.08299954,2.29514918
6.5,2.55,2.53517993,7.07687305,2.34306849
6.5,2.6,2.61587133,7.07084173,2.39103843
6.5,2.65,2.69742777,7.06490495,2.43905742
6.5,2.7,2.77985011,7.05906197,2.48712391
6.5,2.75,2.86313989,7.05331191,2.53523642
6.5,2.8,2.94729928,7.04765382,2.58339353
6.5,2.85,3.03233107,7.04208668,2.63159385
6.5,2.9,3.11823863,7.03660937,2.67983603
6.5,2.95,3.20502588,7.03122073,2.7281188
6.5,3,3.29269726,7.02591954,2.77644089
6.5,3.05,3.3812577,7.02070456,2.8248011
6.5,3.1,3.47071265,7.01557449,2.87319827
6.5,3.15,3.56106798,7.01052801,2.92163128
6.5,3.2,3.65233001,7.00556378,2.97009904
6.5,3.25,3.74450552,7.00068047,3.01860051
6.5,3.3,3.83760166,6.99587669,3.06713467
6.5,3.35,3.93162599,6.99115109,3.11570055
6.5,3.4,4.02658649,6.98650229,3.16429722
6.5,3.45,4.12249146,6.98192893,3.21292376
6.5,3.5,4.21934962,6.97742963,3.2615793
7,1,0.548353811,7.86189174,0.890950819
7,1.05,0.599447454,7.85389664,0.936444697
7,1.1,0.652237417,7.84578735,0.982044932
7,1.15,0.706658276,7.83758559,1.027751
7,1.2,0.76264815,7.8293117,1.07356209
7,1.25,0.820148749,7.82098461,1.11947709
7,1.3,0.879105368,7.81262184,1.16549467
7,1.35,0.939466853,7.80423957,1.21161329
7,1.4,1.00118552,7.79585264,1.25783124
7,1.45,1.06421709,7.7874746,1.30414668
7,1.5,1.12852051,7.77911779,1.35055763
7,1.55,1.19405791,7.77079336,1.39706203
7,1.6,1.2607944,7.76251138,1.44365774
7,1.65,1.32869796,7.75428087,1.49034258
7,1.7,1.39773928,7.74610986,1.53711431
7,1.75,1.46789161,7.7380055,1.58397069
7,1.8,1.53913066,7.72997409,1.63090945
7,1.85,1.61143439,7.72202114,1.67792835
7,1.9,1.68478293,7.71415146,1.72502514
7,1.95,1.75915841,7.70636919,1.77219758
7,2,1.83454488,7.69867785,1.8194435
7,2.05,1.91092814,7.69108043,1.86676071
7,2.1,1.98829566,7.68357941,1.91414709
7,2.15,2.06663648,7.67617681,1.96160056
7,2.2,2.14594107,7.66887424,2.00911908
7,2.25,2.22620129,7.66167291,2.05670066
7,2.3,2.30741025,7.65457373,2.10434335
7,2.35,2.38956229,7.64757728,2.15204526
7,2.4,2.47265285,7.64068387,2.19980455
7,2.45,2.5566784,7.63389358,2.24761944
7,2.5,2.64163645,7.62720625,2.29548819
7,2.55,2.7275254,7.62062153,2.34340911
7,2.6,2.81434452,7.61413893,2.39138058
7,2.65,2.90209392,7.60775776,2.43940102
7,2.7,2.99077448,7.60147724,2.4874689
7,2.75,3.08038781,7.59529644,2.53558273
7,2.8,3.1709362,7.58921435,2.5837411
7,2.85,3.26242262,7.58322987,2.63194262
7,2.9,3.35485065,7.57734182,2.68018595
7,2.95,3.44822447,7.57154895,2.7284698
7,3,3.5425488,7.56584996,2.77679293
7,3.05,3.63782894,7.56024352,2.82515414
7,3.1,3.73407067,7.55472825,2.87355226
7,3.15,3.83128029,7.54930273,2.92198618
7,3.2,3.92946458,7.54396554,2.9704548
7,3.25,4.02863074,7.53871523,3.01895709
7,3.3,4.12878647,7.53355034,3.06749204
7,3.35,4.22993985,7.5284694,3.11605868
7,3.4,4.33209941,7.52347095,3.16465607
7,3.45,4.43527407,7.51855351,3.2132833
7,3.5,4.53947314,7.51371563,3.2619395
7.5,1,0.586763336,8.4220186,0.891187678
7.5,1.05,0.641444195,8.41348251,0.936689601
7.5,1.1,0.697941529,8.404824,0.982297508
7.5,1.15,0.756185332,8.39606624,1.02801089
7.5,1.2,0.81610938,8.38723094,1.07382894
7.5,1.25,0.87765128,8.37833831,1.11975055
7.5,1.3,0.940752468,8.36940706,1.16577443
7.5,1.35,1.00535817,8.36045448,1.21189903
7.5,1.4,1.07141733,8.35149642,1.25812267
7.5,1.45,1.13888249,8.34254736,1.3044435
7.5,1.5,1.20770972,8.3336205,1.35085957
7.5,1.55,1.2778584,8.32472776,1.39736883
7.5,1.6,1.34929115,8.3158799,1.44396916
7.5,1.65,1.42197365,8.30708658,1.49065837
7.5,1.7,1.49587447,8.2983564,1.53743425
7.5,1.75,1.57096495,8.28969702,1.58429457
7.5,1.8,1.647219,8.28111518,1.63123707
7.5,1.85,1.72461299,8.27261678,1.67825952
7.5,1.9,1.80312559,8.26420698,1.72535967
7.5,1.95,1.88273763,8.25589023,1.7725353
7.5,2,1.96343197,8.24767031,1.81978425
7.5,2.05,2.04519335,8.23955042,1.86710433
7.5,2.1,2.12800832,8.23153325,1.91449345
7.5,2.15,2.21186507,8.22362095,1.96194951
7.5,2.2,2.29675336,8.21581526,2.00947049
7.5,2.25,2.38266442,8.20811752,2.05705441
7.5,2.3,2.46959083,8.20052869,2.10469932
7.5,2.35,2.55752646,8.19304941,2.15240334
7.5,2.4,2.64646638,8.18568004,2.20016465
7.5,2.45,2.73640679,8.17842065,2.24798144
7.5,2.5,2.82734493,8.17127111,2.29585201
7.5,2.55,2.91927906,8.16423106,2.34377466
7.5,2.6,3.01220836,8.15729997,2.39174778
7.5,2.65,3.10613288,8.15047713,2.43976979
7.5,2.7,3.20105352,8.14376171,2.48783915
7.5,2.75,3.29697195,8.13715273,2.53595441
7.5,2.8,3.39389059,8.13064913,2.58411414
7.5,2.85,3.49181255,8.12424972,2.63231695
7.5,2.9,3.59074163,8.11795327,2.68056151
7.5,2.95,3.69068225,8.11175844,2.72884654
7.5,3,3.79163942,8.10566387,2.77717079
7.5,3.05,3.89361877,8.09966812,2.82553306
7.5,3.1,3.99662643,8.09376973,2.87393221
7.5,3.15,4.10066912,8.0879672,2.92236709
7.5,3.2,4.20575401,8.08225901,2.97083665
7.5,3.25,4.3118888,8.07664362,3.01933983
7.5,3.3,4.41908166,8.07111947,3.06787563
7.5,3.35,4.52734121,8.06568501,3.11644308
7.5,3.4,4.63667651,8.06033866,3.16504125
7.5,3.45,4.74709708,8.05507887,3.21366922
7.5,3.5,4.85861284,8.04990408,3.26232613
8,1,0.625016352,8.98185012,0.891440499
8,1.05,0.683271546,8.97277918,0.936951016
8,1.1,0.743463158,8.96357756,0.98256712
8,1.15,0.805516623,8.95426987,1.02828831
8,1.2,0.869361388,8.94487919,1.07411379
8,1.25,0.934930969,8.93542697,1.12004249
8,1.3,1.00216295,8.92593314,1.16607309
8,1.35,1.07099896,8.91641604,1.21220408
8,1.4,1.14138454,8.90689255,1.2584338
8,1.45,1.21326912,8.89737808,1.3047604
8,1.5,1.28660581,8.88788665,1.35118194
8,1.55,1.36135131,8.87843097,1.3976964
8,1.6,1.43746573,8.8690225,1.44430166
8,1.65,1.51491243,8.85967151,1.49099555
8,1.7,1.59365788,8.85038717,1.53777587
8,1.75,1.67367147,8.84117765,1.5846404
8,1.8,1.75492533,8.83205013,1.6315869
8,1.85,1.83739424,8.82301092,1.67861314
8,1.9,1.9210554,8.81406552,1.72571689
8,1.95,2.00588831,8.80521867,1.77289594
8,2,2.09187464,8.79647443,1.82014812
8,2.05,2.17899808,8.78783622,1.86747129
8,2.1,2.26724423,8.77930691,1.91486332
8,2.15,2.35660044,8.77088883,1.96232216
8,2.2,2.44705575,8.76258384,2.00984578
8,2.25,2.53860072,8.75439336,2.0574322
8,2.3,2.63122742,8.74631846,2.10507949
8,2.35,2.72492924,8.73835983,2.15278578
8,2.4,2.81970087,8.73051786,2.20054923
8,2.45,2.91553819,8.72279266,2.24836807
8,2.5,3.01243824,8.71518409,2.29624058
8,2.55,3.11039906,8.70769179,2.34416509
8,2.6,3.20941975,8.70031521,2.39213997
8,2.65,3.3095003,8.6930536,2.44016365
8,2.7,3.41064162,8.6859061,2.48823462
8,2.75,3.51284542,8.67887169,2.5363514
8,2.8,3.61611423,8.67194922,2.58451258
8,2.85,3.72045133,8.66513748,2.63271677
8,2.9,3.82586068,8.65843513,2.68096265
8,2.95,3.93234696,8.65184078,2.72924893
8,3,4.03991546,8.64535298,2.77757439
8,3.05,4.14857211,8.63897022,2.82593781
8,3.1,4.2583234,8.63269095,2.87433804
8,3.15,4.36917643,8.62651358,2.92277398
8,3.2,4.48113879,8.6204365,2.97124453
8,3.25,4.59421864,8.61445808,3.01974866
8,3.3,4.70842462,8.60857667,3.06828538
8,3.35,4.82376587,8.60279061,3.1168537
8,3.4,4.940252,8.59709826,3.16545269
8,3.45,5.05789308,8.59149794,3.21408146
8,3.5,5.17669963,8.58598801,3.26273913
8.5,1,0.663102571,9.54136726,0.891709206
8.5,1.05,0.724918365,9.53176796,0.937228866
8.5,1.1,0.788790298,9.52202971,0.98285369
8.5,1.15,0.854639261,9.51217856,1.02858319
8.5,1.2,0.92239039,9.50223889,1.07441659
8.5,1.25,0.991973128,9.49223343,1.12035281
8.5,1.3,1.06332122,9.48218326,1.16639057
8.5,1.35,1.13637269,9.47210781,1.21252837
8.5,1.4,1.21106971,9.46202495,1.25876455
8.5,1.45,1.28735857,9.45195101,1.30509729
8.5,1.5,1.36518945,9.44190085,1.35152467
8.5,1.55,1.44451635,9.43188794,1.39804466
8.5,1.6,1.52529686,9.42192443,1.44465517
8.5,1.65,1.60749206,9.41202122,1.49135404
8.5,1.7,1.69106627,9.40218806,1.5381391
8.5,1.75,1.77598693,9.39243359,1.58500811
8.5,1.8,1.86222443,9.38276545,1.63195887
8.5,1.85,1.9497519,9.37319035,1.67898915
8.5,1.9,2.03854507,9.36371414,1.72609673
8.5,1.95,2.12858212,9.35434187,1.77327942
8.5,2,2.21984353,9.34507785,1.82053506
8.5,2.05,2.31231192,9.33592573,1.8678615
8.5,2.1,2.40597191,9.32688858,1.91525665
8.5,2.15,2.50081003,9.31796887,1.96271845
8.5,2.2,2.59681455,9.30916861,2.01024487
8.5,2.25,2.69397542,9.30048933,2.05783396
8.5,2.3,2.79228412,9.29193217,2.10548379
8.5,2.35,2.89173358,9.28349789,2.15319249
8.5,2.4,2.9923181,9.27518691,2.20095823
8.5,2.45,3.09403325,9.26699938,2.24877926
8.5,2.5,3.1968758,9.25893517,2.29665384
8.5,2.55,3.30084363,9.2509939,2.34458032
8.5,2.6,3.4059357,9.24317501,2.39255708
8.5,2.65,3.51215194,9.23547774,2.44058255
8.5,2.7,3.61949326,9.22790116,2.48865523
8.5,2.75,3.72796142,9.22044422,2.53677363
8.5,2.8,3.83755904,9.21310573,2.58493635
8.5,2.85,3.94828953,9.20588439,2.63314202
8.5,2.9,4.06015704,9.19877882,2.68138931
8.5,2.95,4.17316647,9.19178755,2.72967694
8.5,3,4.28732339,9.18490904,2.77800367
8.5,3.05,4.40263401,9.17814172,2.82636832
8.5,3.1,4.51910519,9.17148394,2.87476972
8.5,3.15,4.63674438,9.16493404,2.92320676
8.5,3.2,4.75555959,9.15849031,2.97167838
8.5,3.25,4.87555941,9.15215104,3.02018353
8.5,3.3,4.99675296,9.14591449,3.06872122
8.5,3.35,5.11914987,9.13977891,3.11729047
8.5,3.4,5.24276028,9.13374255,3.16589035
8.5,3.45,5.36759483,9.12780367,3.21451997
8.5,3.5,5.49366461,9.12196051,3.26317845
9,1,0.701011737,10.1005511,0.89199372
9,1.05,0.766373544,10.0904303,0.937523071
9,1.1,0.83391097,10.0801623,0.983157138
9,1.15,0.903540386,10.0697745,1.02889545
9,1.2,0.975182637,10.0592926,1.07473723
9,1.25,1.0487631,10.0487406,1.12068144
9,1.3,1.12421171,10.0381407,1.16672679
9,1.35,1.20146287,10.0275134,1.21287181
9,1.4,1.28045541,10.0168776,1.25911485
9,1.45,1.36113247,10.0062505,1.3054541
9,1.5,1.44344132,9.99564775,1.35188766
9,1.55,1.52733323,9.98508366,1.39841352
9,1.6,1.61276331,9.97457102,1.44502961
9,1.65,1.6996903,9.96412137,1.49173377
9,1.7,1.78807642,9.95374501,1.53852384
9,1.75,1.87788715,9.94345109,1.58539762
9,1.8,1.96909109,9.9332477,1.63235289
9,1.85,2.06165974,9.92314193,1.67938746
9,1.9,2.15556737,9.91314,1.72649911
9,1.95,2.25079081,9.90324723,1.77368567
9,2,2.34730934,9.89346824,1.82094497
9,2.05,2.44510448,9.88380688,1.86827489
9,2.1,2.54415991,9.87426642,1.91567335
9,2.15,2.6444613,9.8648495,1.96313828
9,2.2,2.74599616,9.85555826,2.01066769
9,2.25,2.84875378,9.84639434,2.05825962
9,2.3,2.95272508,9.83735896,2.10591214
9,2.35,3.05790251,9.82845294,2.1536234
9,2.4,3.16427996,9.81967677,2.20139158
9,2.45,3.27185266,9.81103061,2.24921492
9,2.5,3.38061713,9.80251434,2.29709171
9,2.55,3.49057107,9.79412759,2.34502029
9,2.6,3.60171329,9.78586977,2.39299904
9,2.65,3.71404367,9.77774011,2.44102642
9,2.7,3.82756306,9.76973765,2.4891009
9,2.75,3.94227329,9.76186127,2.53722104
9,2.8,4.05817704,9.75410976,2.5853854
9,2.85,4.17527786,9.74648174,2.63359264
9,2.9,4.29358007,9.73897578,2.68184142
9,2.95,4.41308879,9.73159033,2.73013048
9,3,4.53380983,9.72432379,2.77845857
9,3.05,4.6557497,9.7171745,2.82682452
9,3.1,4.77891558,9.71014074,2.87522716
9,3.15,4.90331529,9.70322076,2.92366539
9,3.2,5.02895723,9.69641277,2.97213814
9,3.25,5.15585043,9.68971497,3.02064437
9,3.3,5.28400445,9.68312553,3.06918309
9,3.35,5.41342942,9.67664261,3.11775333
9,3.4,5.544136,9.67026439,3.16635416
9,3.45,5.67613535,9.663989,3.21498468
9,3.5,5.80943915,9.65781463,3.26364403
9.5,1,0.738733622,10.6593828,0.892293959
9.5,1.05,0.807626004,10.6487478,0.937833545
9.5,1.1,0.87881323,10.6379572,0.983477378
9.5,1.15,0.952207176,10.6270399,1.029225
9.5,1.2,1.02772441,10.6160229,1.07507564
9.5,1.25,1.10528628,10.6049314,1.12102829
9.5,1.3,1.18481888,10.5937888,1.16708167
9.5,1.35,1.26625304,10.5826165,1.21323431
9.5,1.4,1.34952425,10.5714345,1.2594846
9.5,1.45,1.4345725,10.5602609,1.30583074
9.5,1.5,1.52134213,10.5491121,1.35227084
9.5,1.55,1.60978172,10.5380032,1.39880291
9.5,1.6,1.69984387,10.5269476,1.44542488
9.5,1.65,1.791485,10.5159576,1.49213464
9.5,1.7,1.88466518,10.505044,1.53893001
9.5,1.75,1.97934797,10.4942165,1.58580883
9.5,1.8,2.07550015,10.4834835,1.63276889
9.5,1.85,2.17309161,10.4728525,1.67980799
9.5,1.9,2.27209511,10.4623302,1.72692394
9.5,1.95,2.37248615,10.4519222,1.77411459
9.5,2,2.47424278,10.4416333,1.82137777
9.5,2.05,2.57734546,10.4314677,1.86871138
9.5,2.1,2.68177687,10.4214287,1.91611334
9.5,2.15,2.7875218,10.4115192,1.9635816
9.5,2.2,2.89456703,10.4017415,2.01111416
9.5,2.25,3.00290116,10.3920973,2.05870909
9.5,2.3,3.11251454,10.382588,2.10636446
9.5,2.35,3.22339912,10.3732144,2.15407843
9.5,2.4,3.33554837,10.363977,2.20184919
9.5,2.45,3.44895721,10.3548762,2.24967499
9.5,2.5,3.56362185,10.3459116,2.29755411
9.5,2.55,3.6795398,10.3370831,2.34548491
9.5,2.6,3.79670973,10.3283899,2.39346579
9.5,2.65,3.91513143,10.3198313,2.44149518
9.5,2.7,4.03480573,10.3114063,2.48957158
9.5,2.75,4.15573446,10.3031138,2.53769354
9.5,2.8,4.27792038,10.2949524,2.58585965
9.5,2.85,4.40136716,10.2869208,2.63406855
9.5,2.9,4.52607929,10.2790174,2.68231892
9.5,2.95,4.65206206,10.2712407,2.73060948
9.5,3,4.77932155,10.263589,2.77893902
9.5,3.05,4.90786454,10.2560605,2.82730634
9.5,3.1,5.03769853,10.2486534,2.8757103
9.5,3.15,5.16883167,10.2413659,2.92414979
9.5,3.2,5.30127277,10.2341962,2.97262374
9.5,3.25,5.43503125,10.2271423,3.02113112
9.5,3.3,5.57011712,10.2202024,3.06967093
9.5,3.35,5.706541,10.2133744,3.11824222
9.5,3.4,5.84431403,10.2066566,3.16684405
9.5,3.45,5.98344792,10.2000469,3.21547553
9.5,3.5,6.1239549,10.1935434,3.2641358
10,1,0.776258031,11.2178438,0.892609834
10,1.05,0.848664699,11.2067021,0.9381602
10,1.1,0.923485167,11.1953965,0.983814318
10,1.15,1.00062684,11.1839573,1.02957174
10,1.2,1.08000204,11.1724127,1.07543173
10,1.25,1.16152807,11.1607891,1.12139326
10,1.3,1.24512723,11.149111,1.1674551
10,1.35,1.3307268,11.137401,1.21361578
10,1.4,1.41825889,11.1256799,1.25987371
10,1.45,1.50766036,11.1139666,1.3062271
10,1.5,1.59887265,11.1022787,1.3526741
10,1.55,1.69184163,11.0906316,1.39921271
10,1.6,1.78651738,11.0790398,1.4458409
10,1.65,1.882854,11.0675158,1.49255655
10,1.7,1.98080944,11.0560712,1.53935753
10,1.75,2.08034528,11.0447161,1.58624166
10,1.8,2.18142651,11.0334594,1.63320676
10,1.85,2.28402137,11.0223091,1.68025064
10,1.9,2.38810115,11.0112721,1.72737114
10,1.95,2.49363997,11.0003543,1.7745661
10,2,2.60061467,10.9895608,1.82183338
10,2.05,2.70900459,10.978896,1.86917088
10,2.1,2.81879144,10.9683636,1.91657652
10,2.15,2.92995914,10.9579665,1.96404829
10,2.2,3.04249367,10.9477071,2.01158419
10,2.25,3.15638298,10.9375873,2.05918229
10,2.3,3.2716168,10.9276085,2.10684067
10,2.35,3.38818658,10.9177716,2.15455751
10,2.4,3.50608539,10.9080774,2.20233099
10,2.45,3.62530776,10.8985259,2.25015938
10,2.5,3.74584965,10.889117,2.29804097
10,2.55,3.86770833,10.8798505,2.34597412
10,2.6,3.99088231,10.8707258,2.39395722
10,2.65,4.1153713,10.8617419,2.44198874
10,2.7,4.24117608,10.852898,2.49006717
10,2.75,4.36829849,10.8441927,2.53819107
10,2.8,4.49674135,10.8356249,2.58635902
10,2.85,4.62650842,10.8271929,2.63456967
10,2.9,4.75760434,10.8188953,2.68282172
10,2.95,4.89003461,10.8107304,2.73111388
10,3,5.0238055,10.8026964,2.77944494
10,3.05,5.15892409,10.7947915,2.82781372
10,3.1,5.29539816,10.787014,2.87621907
10,3.15,5.43323621,10.7793617,2.92465989
10,3.2,5.57244742,10.7718329,2.9731351
10,3.25,5.7130416,10.7644255,3.0216437
10,3.3,5.8550292,10.7571376,3.07018467
10,3.35,5.99842129,10.7499671,3.11875707
10,3.4,6.1432295,10.742912,3.16735996
10,3.45,6.28946607,10.7359703,3.21599245
10,3.5,6.43714376,10.72914,3.26465369
10.5,1,0.813574804,11.7759155,0.892941252
10.5,1.05,0.889478619,11.7642751,0.938502941
10.5,1.1,0.967914906,11.7524624,0.984167864
10.5,1.15,1.04878663,11.7405092,1.02993559
10.5,1.2,1.13200187,11.7284448,1.07580539
10.5,1.25,1.21747393,11.7162969,1.12177626
10.5,1.3,1.30512132,11.704091,1.16784698
10.5,1.35,1.39486776,11.6918507,1.21401612
10.5,1.4,1.48664201,11.6795979,1.26028208
10.5,1.45,1.58037781,11.6673524,1.3066431
10.5,1.5,1.6760137,11.6551324,1.35309735
10.5,1.55,1.77349281,11.6429542,1.39964284
10.5,1.6,1.87276272,11.6308329,1.44627757
10.5,1.65,1.97377523,11.6187817,1.49299942
10.5,1.7,2.07648612,11.6068126,1.53980629
10.5,1.75,2.18085502,11.5949364,1.58669601
10.5,1.8,2.28684511,11.5831623,1.63366641
10.5,1.85,2.39442298,11.5714987,1.68071533
10.5,1.9,2.50355841,11.5599528,1.72784061
10.5,1.95,2.61422417,11.548531,1.77504011
10.5,2,2.72639585,11.5372386,1.8223117
10.5,2.05,2.84005168,11.5260801,1.86965329
10.5,2.1,2.95517239,11.5150595,1.91706283
10.5,2.15,3.07174099,11.5041799,1.96453829
10.5,2.2,3.18974268,11.4934438,2.0120777
10.5,2.25,3.30916472,11.4828532,2.05967913
10.5,2.3,3.42999623,11.4724096,2.10734069
10.5,2.35,3.55222816,11.4621142,2.15506054
10.5,2.4,3.67585312,11.4519674,2.20283689
10.5,2.45,3.80086529,11.4419696,2.25066801
10.5,2.5,3.92726032,11.4321207,2.29855219
10.5,2.55,4.05503526,11.4224203,2.34648781
10.5,2.6,4.18418845,11.4128679,2.39447327
10.5,2.65,4.31471948,11.4034626,2.44250703
10.5,2.7,4.44662908,11.3942034,2.4905876
10.5,2.75,4.57991909,11.3850891,2.53871353
10.5,2.8,4.71459236,11.3761182,2.58688342
10.5,2.85,4.85065275,11.3672893,2.63509593
10.5,2.9,4.98810504,11.3586008,2.68334974
10.5,2.95,5.12695488,11.3500509,2.73164359
10.5,3,5.26720879,11.3416378,2.77997626
10.5,3.05,5.40887408,11.3333596,2.82834657
10.5,3.1,5.55195882,11.3252145,2.87675339
10.5,3.15,5.69647183,11.3172004,2.9251956
10.5,3.2,5.84242264,11.3093153,2.97367216
10.5,3.25,5.98982146,11.3015571,3.02218203
10.5,3.3,6.13867916,11.2939238,3.07072423
10.5,3.35,6.28900723,11.2864133,3.11929779
10.5,3.4,6.44081781,11.2790235,3.1679018
10.5,3.45,6.5941236,11.2717522,3.21653537
10.5,3.5,6.74893792,11.2645975,3.26519763
11,1,0.850673815,12.3335796,0.893288115
11,1.05,0.930056792,12.3214487,0.93886167
11,1.1,1.01209061,12.3091372,0.984537916
11,1.15,1.09667382,12.2966781,1.03031644
11,1.2,1.1837103,12.2841021,1.07619652
11,1.25,1.27310936,12.271438,1.12217719
11,1.3,1.36478574,12.2587123,1.16825723
