cycle,theta_z_deg,phi_deg,tilt_deg,lateral_speed
0,2.0883532580727926e-14,3.975693351829396e-16,3.975693351829396e-16,1.312697780336833e-15
1,10.175972090193339,-0.08798851900614407,0.08798851900614407,0.5674426463152754
2,20.902125971074817,-1.0881341010599288,1.0881341010599288,1.8495008415468615
3,57.608147206667745,0.031098031431997523,0.031098031431997523,5.337178954503961
4,76.09092499480454,90.07862749520224,90.07862749520224,0.0900461177667574
