type,cycle,t_takeoff,p_takeoff_x,p_takeoff_y,p_takeoff_z,vz_est,dt_pa,t_apex,p_apex_x,p_apex_y,z_apex,z_d,t_land_pred,p_des_x,p_des_y,z_b_ld_x,z_b_ld_y,z_b_ld_z,z_b_to_x,z_b_to_y,z_b_to_z,p_land_next_x,p_land_next_y,dt_pa_next,dt_pj_next,t_landing,p_land_x,p_land_y,p_land_z,err_xy_pred,err_ref,tilt_corr_x,tilt_corr_y,tilt_scale,stabilizer_active,error
plan,5,,,,,,,7.25,9.262976447011828e-14,-3.8222353434646366e-14,1.2455325748669497,1.2,7.707329682729829,0.0,0.0,0.0,0.0,1.0,-2.5354138269481117e-14,-4.377155268625356e-14,1.0,4.6861931752590003e-14,-3.361063200845216e-13,0.10656786882159226,0.9360634927248996,,,,,,,,,1.0,True,
landing,5,,,,,,,,,,,,,,,,,,,,,,,,,7.67,1.4282347803507486e-13,-5.986911204601863e-14,0.24226091476576797,1.9761186681317195e-15,1.5486399341103873e-13,0.0,0.0,1.0,True,
cycle,6,7.72,1.5811547944593714e-13,-6.638842459221163e-14,0.2570076816229453,4.328259620514467,0.10656786882159226,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
plan,6,,,,,,,8.31,5.306650154676728e-13,-2.2493684615713789e-13,1.4340570245904989,1.2,8.807592932316101,0.0,0.0,0.0,0.0,1.0,-1.412244549072942e-13,-2.672068953763922e-13,1.0,2.302305387404468e-13,-2.292416308891363e-12,0.054776639358500565,0.9846541042987649,,,,,,,,,1.0,True,
landing,6,,,,,,,,,,,,,,,,,,,,,,,,,8.79,8.766676191049672e-13,-3.722265874689679e-13,0.21471172000946515,3.36654993789512e-15,9.524173175693337e-13,0.0,0.0,1.0,True,
cycle,7,8.84,9.796043441887218e-13,-4.1603293465567527e-13,0.2902557438271984,4.804770741505314,0.054776639358500565,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
plan,7,,,,,,,9.42,2.9197680408890626e-12,-1.2416598199242635e-12,1.4492974539646113,1.2,9.920706409861149,0.0,0.0,0.0,0.0,1.0,-7.266445728510461e-13,-1.3845314461169097e-12,1.0,1.3548836026227959e-12,-1.2057540393367417e-11,0.058590470425482225,0.9808917938222441,,,,,,,,,1.0,True,
landing,7,,,,,,,,,,,,,,,,,,,,,,,,,9.89,4.673464513164248e-12,-1.9879039507126935e-12,0.2484407477149806,3.568473057228653e-14,5.078684147795045e-12,0.0,0.0,1.0,True,
cycle,8,9.95,5.2861607112217694e-12,-2.248411115032259e-12,0.2952441693541418,4.76787507947074,0.058590470425482225,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
plan,8,,,,,,,10.54,1.532389556999371e-11,-6.5157822851711805e-12,1.4565046094178797,1.2,11.042172041763646,0.0,0.0,-2.159280966260844e-12,9.181352915143603e-13,1.0,-6.291023846143025e-13,2.677839601416531e-13,1.0,2.7726859210903275e-11,-1.178645988673318e-11,0.05811735485226717,0.9813569211771105,,,,,,,,,1.0,True,
landing,8,,,,,,,,,,,,,,,,,,,,,,,,,11.01,2.329669916347155e-11,-9.905257059006456e-12,0.220785712146837,7.128583096498711e-13,2.531502141650868e-11,0.0,0.0,1.0,True,
