type,cycle,t_takeoff,p_takeoff_x,p_takeoff_y,p_takeoff_z,vz_est,dt_pa,t_apex,p_apex_x,p_apex_y,z_apex,z_d,t_land_pred,p_des_x,p_des_y,z_b_ld_x,z_b_ld_y,z_b_ld_z,z_b_to_x,z_b_to_y,z_b_to_z,p_land_next_x,p_land_next_y,dt_pa_next,dt_pj_next,t_landing,p_land_x,p_land_y,p_land_z,err_xy_pred,err_ref,tilt_corr_x,tilt_corr_y,tilt_scale,stabilizer_active,error
cycle,5,7.17,1.9425149387886316e-14,2.0787209322194728e-14,0.2800896463445322,5.599657561823152,0.05558614843721239,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
plan,5,,,,,,,7.84,6.996943180503002e-14,7.11269413293655e-14,1.8830710133492101,1.63,8.422384834219748,0.0,0.0,0.0,0.0,1.0,-1.4150183127241019e-14,-6.392943372927091e-14,1.0,2.881195252322759e-14,-4.0690487550739003e-13,0.054818632433377104,1.1483319994247672,,,,,,,,,1.0,True,
landing,5,,,,,,,,,,,,,,,,,,,,,,,,,8.39,1.166450149282284e-13,1.176078672804171e-13,0.28122714625800443,5.464798107952157e-16,1.6564320074743434e-13,0.0,0.0,1.0,True,
cycle,6,8.45,1.3065500233250396e-13,1.3165423671961338e-13,0.28010249246439445,5.607116410907914,0.054818632433377104,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
plan,6,,,,,,,9.13,4.565797188521905e-13,4.589164103146518e-13,1.8858610222351309,1.63,9.712873141076367,0.0,0.0,0.0,0.0,1.0,-8.981897693912055e-14,-4.0823188191929417e-13,1.0,1.9489018132974517e-13,-2.5966492018080542e-12,0.0543195996918346,1.1488270775979161,,,,,,,,,1.0,True,
landing,6,,,,,,,,,,,,,,,,,,,,,,,,,9.68,7.529849016605513e-13,7.566999300249281e-13,0.24203824620341316,3.9723858284776616e-15,1.0675116140953603e-12,0.0,0.0,1.0,True,
cycle,7,9.73,8.318419046430791e-13,8.361650505619962e-13,0.26388036412761495,5.611971469274624,0.0543195996918346,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
plan,7,,,,,,,10.4,2.8946125646141813e-12,2.915791817487999e-12,1.8981825944781472,1.63,10.98502478578719,0.0,0.0,0.0,0.0,1.0,-5.722470682659853e-13,-2.615188595505249e-12,1.0,1.2149623362421576e-12,-1.67891046008708e-11,0.0,1.1538908896171822,,,,,,,,,1.0,True,
landing,7,,,,,,,,,,,,,,,,,,,,,,,,,10.96,4.819659005854208e-12,4.856664468567062e-12,0.26715394906614753,6.27276687226865e-15,6.8422439808116575e-12,0.0,0.0,1.0,True,
cycle,8,11.01,5.246244132146447e-12,5.287049465372106e-12,0.24759058481805993,5.66163050141336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
plan,8,,,,,,,11.63,1.491186558847047e-11,1.5040287150170057e-11,1.6021439526107468,1.63,12.16092270570142,0.0,0.0,0.0,0.0,1.0,3.7852267021555605e-12,3.819522543545137e-12,1.0,5.84215269609238e-11,5.894416545142557e-11,0.10343970732427994,1.1021620576417885,,,,,,,,,1.0,True,
landing,8,,,,,,,,,,,,,,,,,,,,,,,,,12.12,2.2426407545293988e-11,2.2622859135209635e-11,0.27341855223386835,1.050941909578497e-12,3.185494484125121e-11,0.0,0.0,1.0,True,
